  126 | "ur" |  2 | 0.00266368
  127 | "ot" |  2 | 0.0026152
  128 | "lo" |  2 | 0.00261076
  129 | "ho" |  2 | 0.00259639
  130 | "ul" |  2 | 0.00257624
  131 | "ch" |  2 | 0.00255804
  132 | "pe" |  2 | 0.00254822
  133 | "d." |  2 | 0.00254791
  134 | "ge" |  2 | 0.00254285
  135 | "ra" |  2 | 0.00253675
  136 | "ce" |  2 | 0.00253468
  137 | "”
" |  2 | 0.00253117
  138 | "us" |  2 | 0.00250853
  139 | "un" |  2 | 0.0024246
  140 | "ma" |  2 | 0.00241602
  141 | "di" |  2 | 0.00238842
  142 | "e." |  2 | 0.00236785
  143 | "fo" |  2 | 0.00236
  144 | "oo" |  2 | 0.0023446
  145 | "m " |  2 | 0.00233302
  146 | "no" |  2 | 0.00232434
  147 | "gh" |  2 | 0.00229219
  148 | "il" |  2 | 0.00228527
  149 | "ca" |  2 | 0.00226997
  150 | " n" |  2 | 0.00226842
  151 | "si" |  2 | 0.00226635
  152 | "n’" |  2 | 0.00225023
  153 | "wi" |  2 | 0.00224123
  154 | "yo" |  2 | 0.00219886
  155 | "la" |  2 | 0.00218459
  156 | "Th" |  2 | 0.00216805
  157 | " y" |  2 | 0.00216733
  158 | "ck" |  2 | 0.00215968
  159 | "sa" |  2 | 0.00211658
  160 | "’t" |  2 | 0.00210025
  161 | "do" |  2 | 0.00205828
  162 | "e," |  2 | 0.00203141
  163 | "S"  |  1 | 0.00199233
  164 | "rs" |  2 | 0.00198376
  165 | "ly" |  2 | 0.00197394
  166 | "io" |  2 | 0.00197104
  167 | " u" |  2 | 0.00195647
  168 | "ay" |  2 | 0.00195233
  169 | "ec" |  2 | 0.00194406
  170 | "k " |  2 | 0.00191254
  171 | "tt" |  2 | 0.00190923
  172 | "so" |  2 | 0.00187925
  173 | "s." |  2 | 0.0018776
  174 | " T" |  2 | 0.00187677
  175 | "mo" |  2 | 0.00186158
  176 | ".”" |  2 | 0.00185362
  177 | "im" |  2 | 0.00185321
  178 | "wo" |  2 | 0.00184091
  179 | "wh" |  2 | 0.00180669
  180 | "ss" |  2 | 0.00180411
  181 | "ns" |  2 | 0.00179749
  182 | "” " |  2 | 0.00179677
  183 | "ir" |  2 | 0.00177145
  184 | "ic" |  2 | 0.00173641
  185 | "d," |  2 | 0.00172028
  186 | "s," |  2 | 0.00170653
  187 | "’s" |  2 | 0.00170168
  188 | "tr" |  2 | 0.0016962
  189 | "em" |  2 | 0.00168938
  190 | "po" |  2 | 0.00166839
  191 | "ig" |  2 | 0.00164338
  192 | "ug" |  2 | 0.00158394
  193 | "my" |  2 | 0.00158002
  194 | "t." |  2 | 0.00157433
  195 | "ct" |  2 | 0.0015734
  196 | "bu" |  2 | 0.00156007
  197 | "?"  |  1 | 0.00154012
  198 | "ie" |  2 | 0.00153815
  199 | "rt" |  2 | 0.00148255
  200 | "u " |  2 | 0.00147221
  201 | "w " |  2 | 0.00144327
  202 | "os" |  2 | 0.0014413
  203 | "A"  |  1 | 0.00144068
  204 | "ol" |  2 | 0.00142942
  205 | "fi" |  2 | 0.00142621
  206 | "ht" |  2 | 0.00140792
  207 | "pa" |  2 | 0.00138631
  208 | "H"  |  1 | 0.00138259
  209 | "ey" |  2 | 0.00136657
  210 | "op" |  2 | 0.0013645
  211 | ",”" |  2 | 0.00133122
  212 | "fe" |  2 | 0.00132492
  213 | "av" |  2 | 0.00131644
  214 | "bl" |  2 | 0.00131551
  215 | "p " |  2 | 0.00131241
  216 | " “" |  2 | 0.00130414
  217 | "W"  |  1 | 0.00130269
  218 | "pl" |  2 | 0.00129411
  219 | "go" |  2 | 0.00128677
  220 | "ki" |  2 | 0.00127778
  221 | "t," |  2 | 0.00127447
  222 | "nc" |  2 | 0.00127137
  223 | " S" |  2 | 0.00126962
  224 | "ag" |  2 | 0.00126062
  225 | "mi" |  2 | 0.00124936
  226 | "ev" |  2 | 0.00123282
  227 | "ap" |  2 | 0.00121731
  228 | "am" |  2 | 0.00121401
  229 | "rd" |  2 | 0.0012045
  230 | "B"  |  1 | 0.00120357
  231 | "up" |  2 | 0.00118176
  232 | "bo" |  2 | 0.0011739
  233 | "oi" |  2 | 0.00116543
  234 | "fr" |  2 | 0.00115881
  235 | "ba" |  2 | 0.00115695
  236 | " k" |  2 | 0.00115147
  237 | "ab" |  2 | 0.00114909
  238 | "pr" |  2 | 0.00113545
  239 | "tu" |  2 | 0.00111674
  240 | "e’" |  2 | 0.00109462
  241 | "ry" |  2 | 0.00108873
  242 | "if" |  2 | 0.0010695
  243 | "pp" |  2 | 0.0010632
  244 | "su" |  2 | 0.00105917
  245 | "ni" |  2 | 0.00105834
  246 | "ts" |  2 | 0.00105741
  247 | "ok" |  2 | 0.00105741
  248 | "ov" |  2 | 0.00103136
  249 | "od" |  2 | 0.00102919
  250 | "tl" |  2 | 0.00101875
  251 | "r." |  2 | 0.00101689
  252 | "sp" |  2 | 0.00101565
  253 | "vi" |  2 | 0.00100221
  254 | "He" |  2 | 0.000979681
  255 | "ak" |  2 | 0.000969448
  256 | "dn" |  2 | 0.000967277
  257 | "x"  |  1 | 0.00096645
  258 | "ru" |  2 | 0.000955287
  259 | "I’" |  2 | 0.000951876
  260 | "n." |  2 | 0.000941126
  261 | "ep" |  2 | 0.000933581
  262 | "M"  |  1 | 0.00093017
  263 | "ef" |  2 | 0.000917249
  264 | "iv" |  2 | 0.000910634
  265 | "gr" |  2 | 0.0009096
  266 | "r," |  2 | 0.000900814
  267 | "Sh" |  2 | 0.000877661
  268 | "’d" |  2 | 0.000876937
  269 | "ia" |  2 | 0.00087611
  270 | "ds" |  2 | 0.000871562
  271 | " A" |  2 | 0.000871046
  272 | "ff" |  2 | 0.000868875
  273 | "C"  |  1 | 0.000867635
  274 | "fa" |  2 | 0.000864224
  275 | "“I" |  2 | 0.000858849
  276 | " H" |  2 | 0.000852337
  277 | " B" |  2 | 0.000849856
  278 | "n," |  2 | 0.000839106
  279 | "?”" |  2 | 0.000838589
  280 | "na" |  2 | 0.000837246
  281 | "uc" |  2 | 0.000827116
  282 | "
I" |  2 | 0.000822775
  283 | "rm" |  2 | 0.000820914
  284 | "cr" |  2 | 0.000816366
  285 | "y." |  2 | 0.000809027
  286 | "ei" |  2 | 0.000804376
  287 | "ga" |  2 | 0.000795694
  288 | "N"  |  1 | 0.000788251
  289 | "cl" |  2 | 0.000787735
  290 | "ty" |  2 | 0.000787011
  291 | "gs" |  2 | 0.000778432
  292 | "pi" |  2 | 0.000771196
  293 | "j"  |  1 | 0.000760033
  294 | "y," |  2 | 0.000752591
  295 | "-"  |  1 | 0.000751764
  296 | " v" |  2 | 0.000744529
  297 | "ci" |  2 | 0.000740394
  298 | "hr" |  2 | 0.000733055
  299 | "mp" |  2 | 0.000729644
  300 | "da" |  2 | 0.000723752
  301 | "It" |  2 | 0.000723236
  302 | "ex" |  2 | 0.000712382
  303 | "Y"  |  1 | 0.000708558
  304 | "rr" |  2 | 0.000706697
  305 | "oc" |  2 | 0.000702976
  306 | " W" |  2 | 0.000693364
  307 | "aw" |  2 | 0.000689849
  308 | "ny" |  2 | 0.000689332
  309 | "
T" |  2 | 0.000684991
  310 | "wn" |  2 | 0.000682097
  311 | "rn" |  2 | 0.000663905
  312 | "kn" |  2 | 0.000661011
  313 | "gi" |  2 | 0.000656463
  314 | "sc" |  2 | 0.000654705
  315 | "D"  |  1 | 0.000653258
  316 | "ue" |  2 | 0.000643439
  317 | "au" |  2 | 0.000641165
  318 | "t’" |  2 | 0.000632069
  319 | "um" |  2 | 0.000629898
  320 | " M" |  2 | 0.000627004
  321 | "ik" |  2 | 0.000621526
  322 | " C" |  2 | 0.000620285
  323 | "ui" |  2 | 0.000619769
  324 | "br" |  2 | 0.000609846
  325 | "sk" |  2 | 0.000605814
  326 | "dr" |  2 | 0.000605608
  327 | "G"  |  1 | 0.000597339
  328 | "g." |  2 | 0.000587933
  329 | "ft" |  2 | 0.000586382
  330 | "eo" |  2 | 0.000582971
  331 | "ew" |  2 | 0.00057956
  332 | "sn" |  2 | 0.000574702
  333 | "nk" |  2 | 0.000571808
  334 | " j" |  2 | 0.000569741
  335 | "pu" |  2 | 0.000566123
  336 | "No" |  2 | 0.000558371
  337 | "cu" |  2 | 0.00055744
  338 | "L"  |  1 | 0.00055651
  339 | "fl" |  2 | 0.000548654
  340 | "ye" |  2 | 0.000547104
  341 | "Yo" |  2 | 0.000547104
  342 | "lf" |  2 | 0.00054452
  343 | "gu" |  2 | 0.000539558
  344 | "P"  |  1 | 0.00053408
  345 | "g," |  2 | 0.000524467
  346 | "E"  |  1 | 0.00052333
  347 | "? " |  2 | 0.000517025
  348 | "mu" |  2 | 0.000513717
  349 | "eg" |  2 | 0.000510927
  350 | "We" |  2 | 0.000505655
  351 | "ls" |  2 | 0.000502968
  352 | "ys" |  2 | 0.000499247
  353 | "mb" |  2 | 0.000498213
  354 | "rl" |  2 | 0.000495215
  355 | "z"  |  1 | 0.000491184
  356 | "bi" |  2 | 0.000490254
  357 | "tw" |  2 | 0.000489737
  358 | "rk" |  2 | 0.000489324
  359 | "lt" |  2 | 0.000486533
  360 | "R"  |  1 | 0.000484672
  361 | "’r" |  2 | 0.000482502
  362 | "“T" |  2 | 0.000480124
  363 | "hu" |  2 | 0.000474749
  364 | "O"  |  1 | 0.000472889
  365 | "q"  |  1 | 0.000472062
  366 | "qu" |  2 | 0.000471442
  367 | "m." |  2 | 0.000469995
  368 | "fu" |  2 | 0.000468134
  369 | "tc" |  2 | 0.000458418
  370 | " N" |  2 | 0.000450562
  371 | "Wh" |  2 | 0.000450356
  372 | "dy" |  2 | 0.000444257
  373 | " D" |  2 | 0.000436401
  374 | "ju" |  2 | 0.000430613
  375 | " G" |  2 | 0.000423068
  376 | "ip" |  2 | 0.000418416
  377 | "ms" |  2 | 0.000416762
  378 | "“W" |  2 | 0.000415109
  379 | "gl" |  2 | 0.000415109
  380 | "u’" |  2 | 0.000412628
  381 | "by" |  2 | 0.000409837
  382 | "rc" |  2 | 0.000408493
  383 | "nn" |  2 | 0.00040839
  384 | "Ta" |  2 | 0.000407666
  385 | "“Y" |  2 | 0.000407149
  386 | "F"  |  1 | 0.000406012
  387 | "sl" |  2 | 0.000405186
  388 | "og" |  2 | 0.000404669
  389 | "lu" |  2 | 0.000397743
  390 | " L" |  2 | 0.000397433
  391 | "ua" |  2 | 0.000396813
  392 | "nl" |  2 | 0.000395573
  393 | "yi" |  2 | 0.000395056
  394 | "’m" |  2 | 0.000394539
  395 | "m," |  2 | 0.000386683
  396 | "sm" |  2 | 0.000381412
  397 | "oa" |  2 | 0.000379551
  398 | "rg" |  2 | 0.000379448
  399 | "lk" |  2 | 0.000378828
  400 | "l," |  2 | 0.000377587
  401 | "
S" |  2 | 0.000377484
  402 | " E" |  2 | 0.000373763
  403 | "h." |  2 | 0.000368078
  404 | "ob" |  2 | 0.000366941
  405 | "l." |  2 | 0.000365391
  406 | " P" |  2 | 0.000364357
  407 | "pt" |  2 | 0.000358052
  408 | "h," |  2 | 0.000345855
  409 | "An" |  2 | 0.000345648
  410 | "
H" |  2 | 0.000344511
  411 | "ks" |  2 | 0.0003411
  412 | "af" |  2 | 0.000332934
  413 | "sw" |  2 | 0.000331384
  414 | "va" |  2 | 0.000326319
  415 | "oe" |  2 | 0.000325699
  416 | "A " |  2 | 0.000321978
  417 | "Ma" |  2 | 0.000320841
  418 | "…"  |  1 | 0.000320324
  419 | "gg" |  2 | 0.00031805
  420 | "vo" |  2 | 0.0003165
  421 | "dd" |  2 | 0.000315879
  422 | "k." |  2 | 0.000309367
  423 | "mm" |  2 | 0.00030792
  424 | "ze" |  2 | 0.000299341
  425 | "nu" |  2 | 0.000295517
  426 | "ps" |  2 | 0.000295207
  427 | "Bu" |  2 | 0.000293656
  428 | "o." |  2 | 0.000293139
  429 | "k," |  2 | 0.000291692
  430 | "ud" |  2 | 0.000288385
  431 | "“S" |  2 | 0.000286214
  432 | "’l" |  2 | 0.000285904
  433 | " Y" |  2 | 0.000281563
  434 | "ib" |  2 | 0.000280426
  435 | " R" |  2 | 0.000280116
  436 | "nf" |  2 | 0.00027257
  437 | "“A" |  2 | 0.000269159
  438 | "Co" |  2 | 0.000265024
  439 | "ub" |  2 | 0.000261924
  440 | "o," |  2 | 0.000261717
  441 | "So" |  2 | 0.000261407
  442 | "
A" |  2 | 0.000260993
  443 | "e?" |  2 | 0.000260787
  444 | "J"  |  1 | 0.000258616
  445 | "iz" |  2 | 0.000256445
  446 | " O" |  2 | 0.000253448
  447 | ":"  |  1 | 0.000251691
  448 | "xp" |  2 | 0.000250347
  449 | "yt" |  2 | 0.000248176
  450 | "y’" |  2 | 0.000247659
  451 | "If" |  2 | 0.000245902
  452 | "ph" |  2 | 0.000244558
  453 | "Gr" |  2 | 0.000243008
  454 | "eh" |  2 | 0.000242284
  455 | " F" |  2 | 0.000240837
  456 | "p." |  2 | 0.000235669
  457 | "“N" |  2 | 0.000233292
  458 | "!"  |  1 | 0.000233085
  459 | "du" |  2 | 0.000232878
  460 | "K"  |  1 | 0.000232775
  461 | " q" |  2 | 0.000229984
  462 | "t?" |  2 | 0.000226677
  463 | "xt" |  2 | 0.000218407
  464 | "lp" |  2 | 0.000212102
  465 | "dl" |  2 | 0.000210345
  466 | "Le" |  2 | 0.000208174
  467 | "cc" |  2 | 0.000207451
  468 | "hy" |  2 | 0.000205177
  469 | "Do" |  2 | 0.000205177
  470 | "yb" |  2 | 0.000204867
  471 | "p," |  2 | 0.000203833
  472 | "’v" |  2 | 0.00020342
  473 | "My" |  2 | 0.000203213
  474 | "Re" |  2 | 0.000203213
  475 | "Br" |  2 | 0.000202489
  476 | "c " |  2 | 0.000201352
  477 | "w." |  2 | 0.000199905
  478 | "… " |  2 | 0.000198872
  479 | "Ca" |  2 | 0.000196288
  480 | "s?" |  2 | 0.000193083
  481 | "Be" |  2 | 0.000190086
  482 | ": " |  2 | 0.000187812
  483 | " J" |  2 | 0.000187708
  484 | "w," |  2 | 0.00018254
  485 | "
W" |  2 | 0.000180783
  486 | "ah" |  2 | 0.000177992
  487 | "Ch" |  2 | 0.000176959
  488 | "?
" |  2 | 0.000176545
  489 | "oy" |  2 | 0.000173341
  490 | "“H" |  2 | 0.000173031
  491 | "Al" |  2 | 0.000172514
  492 | "gn" |  2 | 0.00017117
  493 | "Ba" |  2 | 0.000169103
  494 | "rv" |  2 | 0.000167966
  495 | "f." |  2 | 0.000167346
  496 | "On" |  2 | 0.000166209
  497 | " K" |  2 | 0.000165382
  498 | "rw" |  2 | 0.000163418
  499 | "Mi" |  2 | 0.000162694
  500 | "St" |  2 | 0.000162178
  501 | "lm" |  2 | 0.000160214
  502 | "jo" |  2 | 0.0001598
  503 | "
B" |  2 | 0.00015732
  504 | "nv" |  2 | 0.000157113
  505 | "“B" |  2 | 0.000156389
  506 | "Wa" |  2 | 0.000155666
  507 | "Bi" |  2 | 0.000155252
  508 | "dg" |  2 | 0.000154425
  509 | "_"  |  1 | 0.000151014
  510 | "!”" |  2 | 0.000150498
  511 | "Si" |  2 | 0.000150394
  512 | "sy" |  2 | 0.000149774
  513 | "uf" |  2 | 0.000149361
  514 | "1"  |  1 | 0.00014874
  515 | "Tr" |  2 | 0.000147293
  516 | "
M" |  2 | 0.000146983
  517 | "wl" |  2 | 0.000145433
  518 | "U"  |  1 | 0.000143365
  519 | "In" |  2 | 0.000142849
  520 | "Ho" |  2 | 0.000140161
  521 | "Li" |  2 | 0.000139851
  522 | "rb" |  2 | 0.000139541
  523 | "ws" |  2 | 0.000137164
  524 | "Go" |  2 | 0.000136854
  525 | "wr" |  2 | 0.00013675
  526 | "ka" |  2 | 0.000136337
  527 | "r’" |  2 | 0.000136233
  528 | "“O" |  2 | 0.00013582
  529 | "V"  |  1 | 0.00013551
  530 | "Wi" |  2 | 0.000134579
  531 | "rp" |  2 | 0.000133753
  532 | "lv" |  2 | 0.000133236
  533 | "“D" |  2 | 0.000131995
  534 | "Te" |  2 | 0.000130652
  535 | "Di" |  2 | 0.000130548
  536 | "‘"  |  1 | 0.000129721
  537 | "uy" |  2 | 0.000129618
  538 | "bb" |  2 | 0.000128688
  539 | "f," |  2 | 0.000128274
  540 | "bs" |  2 | 0.00012414
  541 | " ‘" |  2 | 0.000123623
  542 | "Fo" |  2 | 0.00012352
  543 | "Ye" |  2 | 0.000122796
  544 | "Hi" |  2 | 0.000121452
  545 | "Pa" |  2 | 0.000120419
  546 | "As" |  2 | 0.000119798
  547 | "y?" |  2 | 0.000119798
  548 | "“M" |  2 | 0.000117938
  549 | "a," |  2 | 0.000117421
  550 | "
C" |  2 | 0.000116698
  551 | "Ra" |  2 | 0.000116594
  552 | "Ev" |  2 | 0.000116181
  553 | "Dr" |  2 | 0.000115044
  554 | "rf" |  2 | 0.000114424
  555 | "e-" |  2 | 0.00011432
  556 | "lr" |  2 | 0.000114113
  557 | "Pr" |  2 | 0.000114113
  558 | "Bo" |  2 | 0.000112976
  559 | "Sc" |  2 | 0.00011277
  560 | "b " |  2 | 0.000111219
  561 | "De" |  2 | 0.000110702
  562 | "xa" |  2 | 0.000110082
  563 | "Ja" |  2 | 0.000109979
  564 | "Im" |  2 | 0.000109462
  565 | "“C" |  2 | 0.000109152
  566 | "To" |  2 | 0.000108635
  567 | "eq" |  2 | 0.000106361
  568 | "Mo" |  2 | 0.000105844
  569 | "r?" |  2 | 0.000105431
  570 | "a." |  2 | 0.000104087
  571 | "Ni" |  2 | 0.000103777
  572 | "ix" |  2 | 0.000103467
  573 | "n?" |  2 | 0.00010326
  574 | "Lu" |  2 | 0.000102537
  575 | " U" |  2 | 0.000102123
  576 | "Ha" |  2 | 0.00010202
  577 | "xc" |  2 | 0.000100366
  578 | "d?" |  2 | 9.95392e-05
  579 | "u," |  2 | 9.80921e-05
  580 | "je" |  2 | 9.80921e-05
  581 | "“G" |  2 | 9.76787e-05
  582 | "u." |  2 | 9.71619e-05
  583 | "eb" |  2 | 9.69551e-05
  584 | "
N" |  2 | 9.50946e-05
  585 | "Ar" |  2 | 9.42677e-05
  586 | "-”" |  2 | 9.41643e-05
  587 | "Sk" |  2 | 9.41643e-05
  588 | "Ju" |  2 | 9.35441e-05
  589 | "x " |  2 | 9.30273e-05
  590 | "“F" |  2 | 9.29239e-05
  591 | "’ " |  2 | 9.24071e-05
  592 | "
 " |  2 | 8.87894e-05
  593 | "kl" |  2 | 8.66188e-05
  594 | "Ei" |  2 | 8.66188e-05
  595 | " V" |  2 | 8.62053e-05
  596 | "Or" |  2 | 8.47582e-05
  597 | "2"  |  1 | 8.40347e-05
  598 | "ky" |  2 | 8.31044e-05
  599 | "ek" |  2 | 8.31044e-05
  600 | "“L" |  2 | 8.1864e-05
  601 | "En" |  2 | 7.89698e-05
  602 | "Un" |  2 | 7.86598e-05
  603 | "-s" |  2 | 7.83497e-05
  604 | "rh" |  2 | 7.70059e-05
  605 | "yl" |  2 | 7.67992e-05
  606 | "Su" |  2 | 7.54555e-05
  607 | "t-" |  2 | 7.51454e-05
  608 | "Ne" |  2 | 7.5042e-05
  609 | "y-" |  2 | 7.25613e-05
  610 | "Vi" |  2 | 7.21478e-05
  611 | "
O" |  2 | 7.19411e-05
  612 | "Kr" |  2 | 7.17344e-05
  613 | "
E" |  2 | 7.09075e-05
  614 | "Am" |  2 | 7.05974e-05
  615 | "
L" |  2 | 7.02873e-05
  616 | "db" |  2 | 7.01839e-05
  617 | "
G" |  2 | 6.98738e-05
  618 | "g?" |  2 | 6.96671e-05
  619 | "Me" |  2 | 6.94604e-05
  620 | "
F" |  2 | 6.9357e-05
  621 | "hs" |  2 | 6.81167e-05
  622 | "ja" |  2 | 6.80133e-05
  623 | "xi" |  2 | 6.73931e-05
  624 | "“P" |  2 | 6.73931e-05
  625 | "Cl" |  2 | 6.68763e-05
  626 | "Sa" |  2 | 6.64628e-05
  627 | "az" |  2 | 6.64628e-05
  628 | "lw" |  2 | 6.5946e-05
  629 | "“R" |  2 | 6.51191e-05
  630 | "
P" |  2 | 6.49124e-05
  631 | "
R" |  2 | 6.4809e-05
  632 | "d’" |  2 | 6.44989e-05
  633 | "Ki" |  2 | 6.41888e-05
  634 | "PR" |  2 | 6.40855e-05
  635 | "
D" |  2 | 6.38787e-05
  636 | "Se" |  2 | 6.3672e-05
  637 | "gt" |  2 | 6.33619e-05
  638 | "! " |  2 | 6.32586e-05
  639 | "nj" |  2 | 6.29485e-05
  640 | "Gl" |  2 | 6.26384e-05
  641 | "-t" |  2 | 6.19148e-05
  642 | "RT" |  2 | 6.18115e-05
  643 | "Fa" |  2 | 6.15014e-05
  644 | "0"  |  1 | 6.11913e-05
  645 | "kw" |  2 | 6.07778e-05
  646 | "yw" |  2 | 5.95375e-05
  647 | "Cr" |  2 | 5.95375e-05
  648 | "“E" |  2 | 5.87106e-05
  649 | "bt" |  2 | 5.85038e-05
  650 | "zi" |  2 | 5.84005e-05
  651 | "Da" |  2 | 5.77803e-05
  652 | "At" |  2 | 5.77803e-05
  653 | "Fl" |  2 | 5.70567e-05
  654 | "Pe" |  2 | 5.66433e-05
  655 | "wd" |  2 | 5.65399e-05
  656 | "Tw" |  2 | 5.59197e-05
  657 | "Fi" |  2 | 5.58164e-05
  658 | "cy" |  2 | 5.58164e-05
  659 | "Ge" |  2 | 5.58164e-05
  660 | "dv" |  2 | 5.5713e-05
  661 | "gy" |  2 | 5.54029e-05
  662 | "l’" |  2 | 5.52996e-05
  663 | "sq" |  2 | 5.47827e-05
  664 | "–"  |  1 | 5.47827e-05
  665 | "a’" |  2 | 5.46794e-05
  666 | "Fu" |  2 | 5.40592e-05
  667 | "tm" |  2 | 5.37491e-05
  668 | " –" |  2 | 5.35424e-05
  669 | "– " |  2 | 5.35424e-05
  670 | "…”" |  2 | 5.32323e-05
  671 | "Pu" |  2 | 5.29222e-05
  672 | "Ok" |  2 | 5.29222e-05
  673 | "3"  |  1 | 5.27155e-05
  674 | "xe" |  2 | 5.26121e-05
  675 | "Em" |  2 | 5.25087e-05
  676 | "d-" |  2 | 5.2302e-05
  677 | "Ex" |  2 | 5.2302e-05
  678 | "n-" |  2 | 5.17852e-05
  679 | "f-" |  2 | 5.16818e-05
  680 | "Ri" |  2 | 5.15785e-05
  681 | "r-" |  2 | 5.14751e-05
  682 | "kt" |  2 | 5.1165e-05
  683 | "Ea" |  2 | 5.10617e-05
  684 | "T " |  2 | 5.07516e-05
  685 | "Lo" |  2 | 5.05448e-05
  686 | " 1" |  2 | 5.02347e-05
  687 | "mn" |  2 | 5.0028e-05
  688 | "yr" |  2 | 4.99247e-05
  689 | "kb" |  2 | 4.98213e-05
  690 | "py" |  2 | 4.98213e-05
  691 | "o?" |  2 | 4.97179e-05
  692 | "Wo" |  2 | 4.92011e-05
  693 | "dm" |  2 | 4.86843e-05
  694 | "La" |  2 | 4.85809e-05
